type,id,email,passwordHash,isEmailVerified,userId,balance,currency,accountType,isDefault,status,isoCode,name,maskedCardNumber,cardHolderName,expirationMonth,expirationYear,paymentToken,iban,bankName,swiftCode,userAccountId,paymentMethodId,amount
CREDIT_CARD,f37a1b57-3959-4a15-a5be-9091235cfbb6,,,,dac7c25c-1989-474e-99a0-725d4a36ea40,,,,true,ACTIVE,,,**** **** **** 7831,Miss Dana Runolfsson,1,2027,d74bdf2c-54b9-4224-a422-8a5cded0c277,,,,,,
CREDIT_CARD,1e369d74-7c0f-4209-bbaa-abfd1fd27d0e,,,,bae67b26-fe5e-4c09-904e-9d97d1c37f84,,,,false,ACTIVE,,,**** **** **** 9915,Sean Lind PhD,2,2029,cf81af51-c727-4b3b-b21e-2e30f0f0c4ac,,,,,,
CREDIT_CARD,e04d2578-e118-4d44-8cdb-ccdf3d37532f,,,,09fc4bd0-3ddc-41a6-81ad-4cc2c91104f1,,,,false,ACTIVE,,,**** **** **** 3784,Dr. Irving Grady,6,2027,6ab6147f-d696-42ae-a5e8-715d94cfdcb2,,,,,,
CREDIT_CARD,da41c6c6-62cf-4e3d-9490-4884eea7ed7e,,,,c045a1ae-2ca5-45e5-b079-58a72cb34f99,,,,false,ACTIVE,,,**** **** **** 3869,Jett Doyle,10,2027,b182f624-c8db-46fb-902e-434b3e1861de,,,,,,
CREDIT_CARD,292343e4-0632-4d98-be77-a75fe9d0f921,,,,00d99403-5d5d-409b-ac87-0acdf908b835,,,,false,ACTIVE,,,**** **** **** 4069,Scott McKenzie,8,2030,8f521b83-405b-4f07-9f84-418dc2182d5c,,,,,,
CREDIT_CARD,d72f3b72-1405-4cec-8de6-f1d1f9df900a,,,,b80822ff-e1fe-4456-8c60-96c854cc5836,,,,true,ACTIVE,,,**** **** **** 0955,Jaime Renner,4,2030,47a8bb75-9089-4545-936e-c66d842e5582,,,,,,
CREDIT_CARD,9e44379d-6ec3-432a-94fa-5d8d04cbd783,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,,,,false,ACTIVE,,,**** **** **** 8067,Rosario Spinka PhD,4,2030,7c7b8244-4c7e-4252-bf4a-11bb28d797a0,,,,,,
CREDIT_CARD,aebae9bc-60b4-4a30-8ffa-bb8d91c955cd,,,,2e7024d5-f4e3-431a-a114-8941f776a507,,,,true,ACTIVE,,,**** **** **** 6913,Lillie Davis-Trantow,6,2026,a3dda6f3-73a4-441c-8f3e-c50b6260fb37,,,,,,
CREDIT_CARD,f6dcf492-8ed2-4022-8d85-1a69bf9cf34c,,,,9d4a9ba4-6d91-4d44-9a60-23f0f906ae93,,,,false,ACTIVE,,,**** **** **** 5927,Marie Doyle,2,2028,c3908bf8-b70e-497b-93b4-38d692f65ab7,,,,,,
CREDIT_CARD,525cc4ea-458d-4bcf-909d-1a403b0acda4,,,,502eb4ff-4399-42cd-9bf9-34e472c4329c,,,,true,ACTIVE,,,**** **** **** 7077,Raymundo Ruecker,9,2025,735c1ed5-fc9a-417f-8ebb-5ce85b70ea70,,,,,,
CREDIT_CARD,cdb6c3c3-963a-404d-b282-8464aaf211e8,,,,302d443b-d2cb-4f12-9348-403de9c33bb0,,,,true,ACTIVE,,,**** **** **** 5954,Rufus Donnelly,1,2027,58ea237e-e07c-4349-aadd-f2b59b51de54,,,,,,
CREDIT_CARD,aa879ec2-7a0d-4f95-829f-8fe4bea29c04,,,,79910e9d-c39f-4c62-a250-7963806cc0df,,,,true,ACTIVE,,,**** **** **** 5657,Lela Shanahan,12,2030,d3897b8a-a5ff-4420-9b0b-3830e969e8a1,,,,,,
CREDIT_CARD,38f6879c-3ff4-450d-889d-e07fb1af7396,,,,1de759aa-eca6-47e0-ad28-17eeea5a6896,,,,false,ACTIVE,,,**** **** **** 5153,Aisha Wolf,2,2025,62e53c06-0a79-41b7-a15f-058ccced2957,,,,,,
CREDIT_CARD,92c08dde-6894-493b-956a-00e73f8d774d,,,,1f5d399d-7509-40bf-ad3a-909a375036f3,,,,false,ACTIVE,,,**** **** **** 7920,Estelle Bogan,10,2028,14a74799-9792-4ea9-b9c9-e651d1eed4ae,,,,,,
CREDIT_CARD,50d1391a-17a9-4e97-8464-9bafeeb04125,,,,79910e9d-c39f-4c62-a250-7963806cc0df,,,,true,ACTIVE,,,**** **** **** 7800,Mr. Karli Carter,9,2026,459624c2-5cf1-48e1-9b5a-aea57a5bd20e,,,,,,
CREDIT_CARD,33ffdaa6-9930-4c0d-85b1-fb3e5b2607e9,,,,496d1ece-6fb4-44e4-9ab1-9a72fc89d367,,,,false,ACTIVE,,,**** **** **** 2149,Erin Bednar III,9,2026,fd21a9a1-c6b4-421f-8aca-edcce79dd0a8,,,,,,
CREDIT_CARD,e83fb290-b58d-4b41-a4bb-e217b406672c,,,,bcbf2565-bcf5-4a9c-a6ec-356a8dccbac3,,,,true,ACTIVE,,,**** **** **** 6154,Priscilla Lemke,10,2026,0f86bc6f-3c83-4185-bc9e-e0c5951cb90f,,,,,,
CREDIT_CARD,3aedc597-992c-485f-92c9-cf32b80eca61,,,,00ad2a7a-e8b9-4f69-965f-afffe153b3ea,,,,true,ACTIVE,,,**** **** **** 9883,Mr. Brent Wolf-Lebsack,2,2026,73b47df8-b2c2-45b5-a0f3-e09da5cdbb0b,,,,,,
CREDIT_CARD,a47d8ad4-61c2-4e5d-a264-1f3e955948bf,,,,e22ee750-cacf-4fe8-acf8-11a392b29912,,,,true,ACTIVE,,,**** **** **** 3884,Cordia Ryan-Lockman,12,2028,f041caa1-db25-4177-8a97-2c28b8cc1899,,,,,,
CREDIT_CARD,e70f3250-6741-4b29-b869-7e07e9a423a8,,,,81d6d99d-c9ad-4542-a90f-a276d7df721c,,,,true,ACTIVE,,,**** **** **** 8576,Bridie Hermann,10,2028,e7899e6b-4113-459b-825d-f26b71f492e9,,,,,,
CREDIT_CARD,d604119c-5347-4446-8f78-df8e010ea52e,,,,dac7c25c-1989-474e-99a0-725d4a36ea40,,,,true,ACTIVE,,,**** **** **** 7131,Rodolfo Beahan,2,2027,84bbb662-d0e6-462b-a4f9-e8478789499a,,,,,,
CREDIT_CARD,b7b898c9-e474-46cf-98d3-8b536c36fde6,,,,4e5e5ae5-9c98-46eb-8d64-e5fa5f3b93c6,,,,true,ACTIVE,,,**** **** **** 8356,Mattie DuBuque,12,2028,bdf2e61e-4a5f-48ef-8995-9095141bdd2c,,,,,,
CREDIT_CARD,a6f01fb8-87f7-4f7d-87c9-927ab4fe68e7,,,,8302deec-1ef9-45b0-93fd-1e379a3767b2,,,,true,ACTIVE,,,**** **** **** 7923,Shelley Wuckert,6,2029,6e5bde2a-a45f-44a6-a845-6b541afe53cc,,,,,,
CREDIT_CARD,f0dbfc9c-97f9-43ad-aa0f-ec10308b1ee1,,,,6f35028c-2e87-4d9f-9db2-b637bc028e63,,,,true,ACTIVE,,,**** **** **** 4512,Tim Walter,7,2025,29c153a0-b57b-4f15-a584-9977d16f6f71,,,,,,
CREDIT_CARD,26bb06f9-562b-4f2b-b901-59f9350eb561,,,,c5386e89-5032-4933-8499-029c0e6d5930,,,,true,ACTIVE,,,**** **** **** 3339,Kristin Goldner DDS,8,2027,d32156bb-a8f3-4093-a052-bbd8d9508479,,,,,,
CREDIT_CARD,efaa474e-790c-4bf5-9de0-5cf82d474651,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,,,,false,ACTIVE,,,**** **** **** 7840,Emily Nikolaus-Carroll,3,2028,75a37560-714f-477e-b68f-824ad9183e17,,,,,,
CREDIT_CARD,ff453a09-d3c4-47c6-8bfe-cba508c7404e,,,,3db3f2dc-cdaa-4811-b692-c085d8e8ae70,,,,false,ACTIVE,,,**** **** **** 1819,Sammy Marvin,3,2027,757d9d25-e385-4361-a5d8-bad6eb8e885f,,,,,,
CREDIT_CARD,a7f0ef31-4ad3-4fc2-9840-246054c86ab3,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,,,,false,ACTIVE,,,**** **** **** 8664,Nels Barrows,5,2026,b2c75aca-5a94-44a9-9938-291fe27d1084,,,,,,
CREDIT_CARD,2b933268-4296-47a5-8e7e-23e73c414eab,,,,279973ec-6b39-43ac-a15b-c8aba50e1628,,,,false,ACTIVE,,,**** **** **** 0079,Zachery Lynch,6,2025,427bbebe-4e39-4b2f-a324-97eb6e8e89ff,,,,,,
CREDIT_CARD,6c1e8bb2-1797-432c-be69-f7e950570434,,,,8302deec-1ef9-45b0-93fd-1e379a3767b2,,,,false,ACTIVE,,,**** **** **** 3904,Yessenia Hayes,9,2030,7c033f1c-e73b-4d55-9530-d8775c13fd8f,,,,,,
CREDIT_CARD,1473fb2b-0391-4afa-953f-13461b0aa188,,,,41b8e739-0d84-4447-9dca-75291eab8cef,,,,false,ACTIVE,,,**** **** **** 2394,Luke Kassulke,11,2030,b4624747-205d-4334-850e-34abf01a72df,,,,,,
CREDIT_CARD,6a92ffc8-2d4b-4982-b700-116f5fda2f60,,,,3567849f-f096-4e63-9361-373c3eade674,,,,false,ACTIVE,,,**** **** **** 5494,Alisha Herman II,1,2030,9aecbd4b-9db4-4cdd-8c1b-c43f634caa20,,,,,,
CREDIT_CARD,d9814209-5f45-44de-ac8a-17df0c998e22,,,,977bec70-03a8-4ae0-8021-81b06ba55999,,,,false,ACTIVE,,,**** **** **** 4168,Sue O'Keefe,5,2026,14b4fbaf-1123-40a3-a486-cbcbb005946a,,,,,,
CREDIT_CARD,dcd702a2-e5cd-4ca8-a317-1cd1990c6567,,,,00ad2a7a-e8b9-4f69-965f-afffe153b3ea,,,,true,ACTIVE,,,**** **** **** 2895,Miss Phyllis O'Conner,8,2029,a7c2538b-6c95-4944-9ca6-35605256718b,,,,,,
CREDIT_CARD,03679833-d89b-4c7d-a778-9cb047a4cf36,,,,40ce3137-84cb-4a17-a171-4d7b30557f32,,,,true,ACTIVE,,,**** **** **** 8987,Terrell Schaefer,3,2028,1c23ac16-0946-4144-aff1-d31d86ad1a28,,,,,,
CREDIT_CARD,a2f05fff-3cb8-481b-84bc-f394256b182b,,,,3567849f-f096-4e63-9361-373c3eade674,,,,false,ACTIVE,,,**** **** **** 7568,Idell Rath,7,2028,5990b460-03db-41d8-ac9f-aaa8792cad42,,,,,,
CREDIT_CARD,dc7d7e0d-bba0-470e-bdb1-3360ba46bc19,,,,02111ccb-5219-43aa-8930-2b134daadd63,,,,true,ACTIVE,,,**** **** **** 1239,Theron Koepp,9,2029,6634fa3c-06f1-4a63-b3d3-c3226420f6a4,,,,,,
CREDIT_CARD,f4314745-6d8d-4cef-8f89-460665ede0fa,,,,59df0ce8-2b45-4db3-a6cd-78839e5be208,,,,false,ACTIVE,,,**** **** **** 3102,Ivan Hermann,4,2030,a497b6ea-21fa-4e77-996c-5f2001595541,,,,,,
CREDIT_CARD,c6b58532-8623-446f-a8fc-66cbd3c1c826,,,,d4adc923-0257-49b4-9aeb-fac84fa36478,,,,true,ACTIVE,,,**** **** **** 8676,Ray Towne,11,2029,b1158f75-0739-44a8-90b2-6297e9b5fe08,,,,,,
CREDIT_CARD,8c9a4028-de74-4571-bb9c-97080ec65b5d,,,,70418e97-b2a2-44cd-89db-485f50c21214,,,,true,ACTIVE,,,**** **** **** 7942,Dallas Macejkovic,4,2027,4660ea86-1540-4116-9530-2f0cca96dc48,,,,,,
CREDIT_CARD,cafa8e04-4aef-49f8-a50e-245ae5eedd4e,,,,fbee562a-babe-4cc7-892d-dd91ae6b6a77,,,,true,ACTIVE,,,**** **** **** 5748,Dr. Dexter Christiansen,10,2030,0ad049be-bc14-498b-8a1a-ed1945b6803c,,,,,,
CREDIT_CARD,270d89cf-5669-4294-b82e-7093ccb640e0,,,,2ce44bf1-d5c8-4b6b-9c5b-9199790c1ac2,,,,true,ACTIVE,,,**** **** **** 5255,Jamil Bergnaum,9,2030,1cffbd23-700f-461b-9ff2-5ae5377e4985,,,,,,
CREDIT_CARD,2a0f27f0-dbae-4441-834b-d474934a356d,,,,c045a1ae-2ca5-45e5-b079-58a72cb34f99,,,,true,ACTIVE,,,**** **** **** 1573,Laurence Ward,11,2026,0b3b8891-7851-45fe-b60e-3458cb1aaad4,,,,,,
CREDIT_CARD,5c4efb77-86d4-4e9c-aa87-07eeaa325392,,,,9241662b-a620-4f27-ba35-4c1569a66650,,,,true,ACTIVE,,,**** **** **** 0553,Kamille Corwin,10,2030,e14568be-687f-44b0-b1d4-4e51ab2ddb46,,,,,,
CREDIT_CARD,c7368fb9-5dd0-4676-b09d-169650bee094,,,,12c1bd0b-6d8e-436e-ad93-e3f078946dd8,,,,false,ACTIVE,,,**** **** **** 7283,Marilyn Raynor,5,2026,a205df3d-b71a-4909-ab4a-3cbd1891db80,,,,,,
CREDIT_CARD,c609698b-b74b-4e3b-9e64-9a163b1bc5f8,,,,a1e67214-d689-4177-847d-15863c25e1aa,,,,true,ACTIVE,,,**** **** **** 1213,Laverne Kautzer II,1,2030,44d4ddee-4f47-4005-9d0a-3c43f172fa2b,,,,,,
CREDIT_CARD,6beeb9f1-d14e-402d-b3d9-07e37814303d,,,,abd08ed6-a3d4-47e8-b033-955c6e5980c0,,,,false,ACTIVE,,,**** **** **** 8038,Walter Simonis-Murphy,1,2030,58282060-12e7-4a44-a1d1-c771ef129edc,,,,,,
CREDIT_CARD,96e79196-b2d7-42e3-b0fc-144bcfda619d,,,,ad7f6057-2075-4b00-8371-69bcdcc383ea,,,,true,ACTIVE,,,**** **** **** 4718,Lesly Rice III,9,2028,6fbc80a0-69b9-40f2-ab5e-b80532ca32dc,,,,,,
CREDIT_CARD,4068f2c4-8172-41e2-9a3d-c0a109eb6bb8,,,,bae67b26-fe5e-4c09-904e-9d97d1c37f84,,,,true,ACTIVE,,,**** **** **** 4374,Mariane Wolf,8,2026,2d743647-712f-47ed-80f0-3b7ab3d6fb43,,,,,,
CREDIT_CARD,44568812-185e-48e0-b28d-8409425065ca,,,,60a41ee7-fcc5-4de2-b6c3-b1a4b601ec15,,,,false,ACTIVE,,,**** **** **** 2843,Ruthe Olson,10,2029,018e85ce-38b0-435f-acf1-4edf0b7f017d,,,,,,
CREDIT_CARD,d3ee646b-ea3b-43f3-83ad-fc3b72f8afd9,,,,493d9bc5-c874-4e19-b039-89da493bbcc6,,,,true,ACTIVE,,,**** **** **** 1840,Arvel Kreiger-Kerluke,7,2028,9064947e-ef24-46d9-9103-a76a1ac1b126,,,,,,
CREDIT_CARD,eecd57ed-689c-4984-9f0f-6ffbbee0d2c3,,,,70418e97-b2a2-44cd-89db-485f50c21214,,,,false,ACTIVE,,,**** **** **** 4271,Eula Rowe II,12,2026,67c10996-6e7b-4962-b4a0-041cd34eb831,,,,,,
CREDIT_CARD,b5e13ec4-0cd8-4ce3-a3cc-9c277c018576,,,,9241662b-a620-4f27-ba35-4c1569a66650,,,,false,ACTIVE,,,**** **** **** 3742,Issac Berge,5,2025,98db3062-c7b9-44d9-880f-d4b147d1ffc2,,,,,,
CREDIT_CARD,3bfcd176-cf25-4b49-a17d-a27fd8e18f98,,,,48d3f296-4e90-4421-a63f-4fc196d3d88c,,,,true,ACTIVE,,,**** **** **** 8434,Mr. Rodney Konopelski,4,2028,f8546a9d-3fc8-4b3e-ab63-6e1064e9a867,,,,,,
CREDIT_CARD,052e126b-b0f0-4bec-ad7a-448444cfd93c,,,,34ada3b7-b32b-43bb-aa2f-843e0174fe4b,,,,false,ACTIVE,,,**** **** **** 9672,Ms. Bertha Gleichner,8,2030,b27dd136-809e-40ad-94f7-0e5221185cc4,,,,,,
CREDIT_CARD,a66c1c50-dc48-4951-89bd-76a1b94c47fc,,,,b80822ff-e1fe-4456-8c60-96c854cc5836,,,,true,ACTIVE,,,**** **** **** 5610,Leonard Dietrich,1,2030,15028d2f-f4b6-446b-bb50-5c08892fa77f,,,,,,
CREDIT_CARD,83e79931-7d38-4abc-9d35-37e6bffc37ef,,,,41b8e739-0d84-4447-9dca-75291eab8cef,,,,true,ACTIVE,,,**** **** **** 7435,Rocio Hoeger,1,2028,4b15d4c5-de91-46d8-b40b-85a5a1794dbd,,,,,,
CREDIT_CARD,2b75c6aa-b056-4bbe-8fdc-f75a206e5d77,,,,6926c80a-ad8e-4b61-9fed-a94158156b46,,,,true,ACTIVE,,,**** **** **** 0164,Rosemary Hauck-Monahan,3,2027,dc87c083-52cb-4951-8fa3-a51bb1749062,,,,,,
CREDIT_CARD,14d9b08b-9be6-48b5-88e8-9970bdeaf03f,,,,e22ee750-cacf-4fe8-acf8-11a392b29912,,,,false,ACTIVE,,,**** **** **** 8637,Antonio Nitzsche,12,2025,82cead1a-d861-4e5c-bde2-b2b9e59b2933,,,,,,
CREDIT_CARD,d9427360-1146-4fb1-a2d8-421262e04116,,,,7548a144-6e10-4f2e-b395-2bd56a404be3,,,,false,ACTIVE,,,**** **** **** 4599,Kane Medhurst,4,2029,846351b1-b75d-4935-8b7b-7cf0594aee23,,,,,,
CREDIT_CARD,443fe73c-a0f4-427d-b87c-da72c781bb94,,,,d9176286-8e21-4150-a660-51e470862f3e,,,,false,ACTIVE,,,**** **** **** 3718,Ms. Gordon Dare,11,2025,628939ac-027a-4014-8097-8ba16dc8bfcb,,,,,,
CREDIT_CARD,81e71999-482b-4172-9ef6-12d464a73761,,,,d96ba137-329b-47d6-85ed-d5aa2342e6c4,,,,true,ACTIVE,,,**** **** **** 2002,Jenifer Blanda PhD,11,2026,221d2a97-74af-4f2f-9700-1e93f5fa6a9d,,,,,,
CREDIT_CARD,17e1e73b-cdf5-4d34-abd1-5dd37f7ab6fa,,,,6894f1f2-f27d-4c0c-a219-7b972aa4acb3,,,,true,ACTIVE,,,**** **** **** 9952,Janet Douglas,8,2030,701a0d0d-3d5d-430f-94b3-c332d9e3e74e,,,,,,
CREDIT_CARD,77ddcaa6-185f-45f6-a63e-4eb40aa49761,,,,4b12d2c9-7191-4e59-80cd-80656952c443,,,,true,ACTIVE,,,**** **** **** 1507,Marilyn Graham,11,2028,a943998e-6585-462d-9030-0b2f9c45f91e,,,,,,
CREDIT_CARD,c2f4e223-3463-48f8-97b4-bdaca6ddc14c,,,,6f35028c-2e87-4d9f-9db2-b637bc028e63,,,,true,ACTIVE,,,**** **** **** 3161,Connie Hilpert,10,2030,9e6e9879-df77-45e6-88f3-2f44ccca42ed,,,,,,
CREDIT_CARD,81374136-7ecb-4263-8a27-e785f35b0c7c,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,,,,false,ACTIVE,,,**** **** **** 2414,Gennaro Bednar,6,2029,408542b5-5599-4e4d-92b0-b275756d2253,,,,,,
CREDIT_CARD,80a6520d-7ebd-4de6-bcd2-362d70a25e1e,,,,8302deec-1ef9-45b0-93fd-1e379a3767b2,,,,false,ACTIVE,,,**** **** **** 5020,Enrique Bednar,9,2026,5f51aa69-d36f-4fc1-ba92-6027898a611e,,,,,,
CREDIT_CARD,b5a1a1bb-b965-4da2-8d06-9fecda6f71f7,,,,f22f98b8-df76-4eb1-802f-a1a226d36f2a,,,,true,ACTIVE,,,**** **** **** 6302,Bobby Kohler,5,2025,f1d12e10-479c-42d7-8154-69030cc6ecf2,,,,,,
CREDIT_CARD,b90db9e3-a426-401c-b028-462939b91223,,,,4e5e5ae5-9c98-46eb-8d64-e5fa5f3b93c6,,,,false,ACTIVE,,,**** **** **** 7254,Cory Jast,4,2026,ff0c9ae7-117e-4a47-8934-02880f110ffe,,,,,,
CREDIT_CARD,4ba48f99-4f37-43cd-acf1-cdb74c21aa20,,,,70418e97-b2a2-44cd-89db-485f50c21214,,,,false,ACTIVE,,,**** **** **** 1716,Cheryl Gislason,3,2025,aa2b7b1b-91a7-42f5-8199-c8e71b6f0fa7,,,,,,
CREDIT_CARD,fb578c34-b69b-4303-9ebc-94875a7ea7e3,,,,d4adc923-0257-49b4-9aeb-fac84fa36478,,,,false,ACTIVE,,,**** **** **** 9100,Dorothy Morar,3,2028,fea79d52-d2fd-4323-aeae-0a0edf1c840f,,,,,,
CREDIT_CARD,5a93c81e-a8bd-4448-a397-3ad442176ed0,,,,c4eb9284-21bc-42c5-afc8-a61d5ebb164a,,,,true,ACTIVE,,,**** **** **** 8690,Felix Tromp DVM,9,2030,0cf22423-9041-4f93-9837-7f9034535a76,,,,,,
CREDIT_CARD,1dd0161c-3123-4b90-b2a7-688dcde5e13d,,,,aada9783-d686-45e1-a26d-460119fb63b6,,,,false,ACTIVE,,,**** **** **** 2126,Juanita King,3,2026,e49f7f4c-53a4-4434-8ad1-75cb7e61f5af,,,,,,
CREDIT_CARD,4985b03b-e019-4ce1-ae0e-f327f6463545,,,,894e4f40-c67e-4285-95bf-72d0e7f5cff0,,,,false,ACTIVE,,,**** **** **** 9654,Ira Berge-Roob,9,2027,10a15d50-e403-4526-8030-2543c41c7ac9,,,,,,
CREDIT_CARD,e09135cc-d35a-4493-a505-b50fc0bcbc51,,,,493d9bc5-c874-4e19-b039-89da493bbcc6,,,,true,ACTIVE,,,**** **** **** 0265,Lois Bins,9,2028,153737a5-0e6c-4307-af60-7cb1cea194d5,,,,,,
CREDIT_CARD,2850a130-946a-4837-a86e-b2c6fbeca107,,,,6926c80a-ad8e-4b61-9fed-a94158156b46,,,,false,ACTIVE,,,**** **** **** 4922,Cathy McKenzie-Schuster,6,2028,8adea1f9-108c-4666-a77b-6fac2174ba7d,,,,,,
CREDIT_CARD,cbec5202-9f86-4adf-8fb9-e540f5facead,,,,b79fec52-e4b1-41d6-a05c-965f559fd32e,,,,true,ACTIVE,,,**** **** **** 4131,Darren Price-Gottlieb,7,2028,42e069ee-e512-402d-8f97-db7e1680dbc5,,,,,,
BANK_ACCOUNT,10ccdc25-b02f-4e6d-81f4-7189d9ae2ac0,,,,c8336c63-4c04-414c-b228-085c389e8d6b,,,,false,ACTIVE,,,,,,,,RO62YGYN387O5U9C1682J3B4,"Brekke, Kessler and Bechtelar",AKCGVAHM3ZB,,,
BANK_ACCOUNT,9910d222-8559-4029-8e1d-1b53a8c627e0,,,,2c01a5ad-cb84-47dc-a159-513c54fecfae,,,,true,ACTIVE,,,,,,,,DE08552900220606070073,Mueller Inc,TGTNBGRZ,,,
BANK_ACCOUNT,c0e1672f-1669-4b76-a1dd-51fd8e4a847d,,,,41b8e739-0d84-4447-9dca-75291eab8cef,,,,false,ACTIVE,,,,,,,,GL7390160020021261,Kuvalis - Sanford,ODLYADZUXXX,,,
BANK_ACCOUNT,edc00d16-7207-4d74-8258-4b52b5ca9ea8,,,,6527b50a-b5e5-4703-a275-4c1488f393e6,,,,false,ACTIVE,,,,,,,,PS17CRFE501219899007042039841,"Christiansen, Kutch and Raynor",JWVWPS66,,,
BANK_ACCOUNT,bb9f6ad2-cf0a-4962-ae0a-c80fdf0957d0,,,,d9176286-8e21-4150-a660-51e470862f3e,,,,false,ACTIVE,,,,,,,,PK66GIWF3105099320158512,Goyette - Ward,VHXXBMYM2V1,,,
BANK_ACCOUNT,b15c7296-7b74-49b0-8dba-8dea25a3f7ec,,,,54360f3e-8f62-49d6-bb52-e11e89eabbe2,,,,true,ACTIVE,,,,,,,,CZ7870630930068581000461,"Gorczany, Mueller and Beier",ZZWXKNL2XXX,,,
BANK_ACCOUNT,9a02d9c3-51e8-4571-9b86-d3da3f8ce9fa,,,,3f8c22fa-c4db-4b00-a2cc-a6268544b7f7,,,,true,ACTIVE,,,,,,,,JO36EXKC3941001300500790023926,Nienow Inc,CXCWNIDDF8G,,,
BANK_ACCOUNT,85f3a4a2-bda0-4ccf-af3b-22cb01473115,,,,16b78ac7-e738-429a-b4a5-0c5798f067ba,,,,false,ACTIVE,,,,,,,,XK383576260330020331,"Schulist, Barrows and Rau",DVLIILJWXXX,,,
BANK_ACCOUNT,c65c68f4-8136-4f21-afcf-358b303dc0bb,,,,36709e1b-a318-4112-8bad-e023c6a22e80,,,,false,ACTIVE,,,,,,,,LT490316102070740086,"Robel, Schumm and Kerluke",MXRHYTCD,,,
BANK_ACCOUNT,fa456098-adf2-4c98-8b47-7390d9936c76,,,,2ce44bf1-d5c8-4b6b-9c5b-9199790c1ac2,,,,false,ACTIVE,,,,,,,,BA174940027003047472,"Wolf, Schinner and Wehner",LXEJES24,,,
BANK_ACCOUNT,4096350b-2852-43ef-a5b9-9cabd1b3ae72,,,,e22ee750-cacf-4fe8-acf8-11a392b29912,,,,false,ACTIVE,,,,,,,,IT45E75007590069N2459854020,Bayer and Sons,IIPABH80XXX,,,
BANK_ACCOUNT,4ac6e29c-e64e-44c2-909c-6c8c3c729ba2,,,,94117c37-1bb0-4109-abdc-502e9af34ca9,,,,false,ACTIVE,,,,,,,,MR3417240044589005080023563,Haag - Hagenes,QVIVMUTS,,,
BANK_ACCOUNT,164b78a9-f3ee-457c-b724-08b8752d4ad4,,,,3090edb9-f23f-4271-ab13-a07fc5e80c48,,,,false,ACTIVE,,,,,,,,CR47856640152038096081,Beier - Volkman,KQHFLTSRZGM,,,
BANK_ACCOUNT,257e0574-2d64-4067-91f2-a92c2ca2c8a5,,,,c045a1ae-2ca5-45e5-b079-58a72cb34f99,,,,false,ACTIVE,,,,,,,,MU20QCXZ0054459224090387906THG,Schultz - Boehm,OMCJTK8R,,,
BANK_ACCOUNT,8d1944ac-8aec-4f0e-af2a-25bf7b6bd354,,,,9374d689-7fa1-4eab-9445-213fb7427250,,,,true,ACTIVE,,,,,,,,GI29WZIK0O8806000K26979,Koepp LLC,KEMNSJUB,,,
BANK_ACCOUNT,dadbf397-ae94-462f-8618-c2836de79bb9,,,,ad7f6057-2075-4b00-8371-69bcdcc383ea,,,,false,ACTIVE,,,,,,,,SE5140250500100609050070,Ankunding LLC,MWCEDE6Z,,,
BANK_ACCOUNT,f760b7d7-1c00-4638-962a-4f6bcdd0f18b,,,,c8aadc84-83bb-44f8-90aa-7fdb824e646c,,,,true,ACTIVE,,,,,,,,CR62306689008771667077,Towne - Mitchell,OMIINIM7,,,
BANK_ACCOUNT,bf23298b-9a01-4acc-9911-bec0cec59185,,,,2ce44bf1-d5c8-4b6b-9c5b-9199790c1ac2,,,,false,ACTIVE,,,,,,,,SM57M50201619219FX391116282,Dare Inc,YWYJFR9G,,,
BANK_ACCOUNT,da2dc2b3-6a19-4daf-8e3a-caf8a55be335,,,,c045a1ae-2ca5-45e5-b079-58a72cb34f99,,,,false,ACTIVE,,,,,,,,CZ5500709200710200290021,Crist Group,EYSSPHH52LN,,,
BANK_ACCOUNT,a53fd0e2-cca9-4f93-b5be-125b32108ff3,,,,9241662b-a620-4f27-ba35-4c1569a66650,,,,false,ACTIVE,,,,,,,,AD152605130542293M0N3642,Bartoletti - Weimann,XQTRGBH2XXX,,,
BANK_ACCOUNT,40ac1ae6-a7eb-49c7-986b-8304331a1bf1,,,,f22f98b8-df76-4eb1-802f-a1a226d36f2a,,,,true,ACTIVE,,,,,,,,CH89187863Z28L90E9632,Feeney and Sons,XFTPVUHPRAA,,,
BANK_ACCOUNT,9c3eba94-4de2-42a9-abe4-11126484a4a2,,,,34ada3b7-b32b-43bb-aa2f-843e0174fe4b,,,,false,ACTIVE,,,,,,,,IS453246052811383040600658,Langosh - Fritsch,RDCCCXIFXXX,,,
BANK_ACCOUNT,a58db60d-dc24-46df-ab96-f7ef1fe146fd,,,,b80822ff-e1fe-4456-8c60-96c854cc5836,,,,true,ACTIVE,,,,,,,,MC28940406005511393S91W0264,Mayert - Schowalter,IHADLAZUXXX,,,
BANK_ACCOUNT,1b060630-8d0f-45ac-b6d8-95460d35d82b,,,,c5386e89-5032-4933-8499-029c0e6d5930,,,,false,ACTIVE,,,,,,,,TR299008638250011875803549,Green - Casper,SNUMBMBJXXX,,,
